1441438156, 32764, 461, 1393, 4344997940, 2726724851, 63004280, 2598, 689301921
1441438216, 32767, 226, 687, 6779712327, 1603409891, 20595470, 1485, 377209816
1441438276, 32453, 166, 428, 8159769996, 1111197389, 685714, 809, 177450651
1441438336, 32750, 189, 505, 7577644421, 1135195642, 28811358, 1381, 377623464
1441438396, 31403, 310, 738, 5208377152, 1805846768, 658625, 1258, 333785904
1441438456, 32765, 276, 909, 5712105759, 1867777803, 12782693, 1959, 345682493
1441438516, 32761, 291, 910, 5566967224, 1977746706, 11196774, 1840, 390901449
1441438576, 32748, 283, 857, 5726614146, 1964813558, 4945666, 1635, 371848111
1441438637, 32748, 266, 821, 5977799110, 1827590399, 9696559, 1694, 376659153
1441438697, 32722, 178, 385, 7909274192, 974974605, 931605, 782, 208743327
1441438757, 32767, 366, 1305, 5250326001, 2582572688, 56916441, 2516, 545627599
1441438817, 32755, 270, 829, 5928500077, 1857739158, 27970443, 1749, 357659828
1441439840, 32766, 291, 728, 5552630962, 1636543377, 12634068, 1536, 363804850
1441439900, 32593, 190, 464, 7649189349, 1121852081, 995993, 1029, 240948051
1441439960, 32762, 310, 1040, 5166976803, 1999307779, 47578002, 2333, 516096582
1441440020, 32762, 401, 1463, 4544074485, 2693590145, 65020735, 2807, 753937171
1441440080, 32665, 246, 726, 6296761855, 1740467172, 2323657, 1388, 264837348
1441440140, 31893, 278, 1017, 5952494845, 2174703384, 8893992, 1968, 419469567
1441440200, 32758, 242, 706, 6375901956, 1677964928, 1118182, 1395, 331102575
1441440261, 32755, 298, 915, 5468514446, 2058506389, 6852304, 1758, 389696000
1441440367, 32751, 116, 230, 10433631885, 571659252, 5538715, 655, 159739164
1441440427, 32764, 179, 629, 7799408694, 1494612866, 4129494, 1354, 297233297
1441440487, 32680, 200, 735, 7325606817, 1776915304, 448639, 1408, 251860785
1441440547, 32703, 160, 554, 8259576141, 1340831248, 5475452, 1219, 223288675
1441440608, 32760, 135, 483, 8823207673, 1141387283, 15774295, 1251, 200694970
1441440668, 18508, 107, 231, 10506415975, 596137580, 10608, 443, 121457886
1441440728, 32683, 153, 489, 8368296656, 1243805246, 1998819, 983, 189798348
1441440788, 27747, 210, 709, 7079062939, 1647477854, 894885, 1353, 263285079
1441440848, 29237, 135, 413, 8705164554, 1040771209, 97077, 874, 167276993
1441440908, 18520, 131, 350, 9427368820, 806579636, 1905374, 765, 130209908
1441440968, 14703, 95, 234, 10167773752, 526968035, 2465215, 573, 94676684
1441441028, 32515, 79, 197, 9344484507, 509962960, 845315, 482, 129246955
1441441088, 15728, 81, 147, 10367078125, 386444372, 286648, 232, 72507284
1441441148, 30962, 94, 174, 10860783139, 457055295, 35845, 338, 92707318
1441441208, 14383, 91, 164, 10681093900, 429940209, 215535, 255, 93136208
1441441268, 19165, 118, 387, 8845406527, 843122731, 5952157, 918, 121417809
1441441329, 32741, 116, 339, 9915189069, 802959126, 9511829, 995, 223153416
1441441389, 6939, 97, 162, 11014121910, 395679989, 3502902, 258, 64270023
1441441449, 32762, 104, 316, 10628600869, 697911060, 14759902, 1120, 236857025
1441441509, 32763, 241, 749, 6545851985, 1773698867, 8897535, 1458, 353484804
1441441569, 31986, 129, 423, 8513946046, 1015322755, 397986, 1010, 211724617
1441441629, 32483, 254, 850, 6332820715, 2002811392, 491137, 1566, 321127313
1441441689, 31289, 243, 646, 6369943986, 1619758770, 1652441, 1154, 273722291
1441441749, 32628, 354, 1092, 5021142044, 2412893181, 6269517, 1952, 466585300
1441441809, 20789, 175, 347, 8066568265, 830021630, 1993088, 703, 151424983
1441441869, 32692, 169, 365, 8208506400, 945444367, 813642, 699, 230506615
1441441929, 32765, 217, 565, 6874908809, 1241683161, 15227177, 1428, 253698836
1441441990, 32767, 161, 396, 8523694002, 927000599, 15361349, 1106, 312609864
1441442050, 32763, 181, 518, 7851261988, 1086805186, 27554384, 1518, 412792733
1441442110, 9626, 169, 288, 8341788176, 702590934, 3230131, 414, 100974390
1441442170, 32622, 286, 921, 5673676651, 2047531231, 1674240, 1749, 339488206
1441442230, 32759, 228, 842, 6696746357, 1811268494, 35789073, 1905, 475636280
1441442290, 32700, 153, 267, 8950438796, 673274976, 2358407, 616, 167608074
1441442350, 32764, 133, 188, 10056444125, 465760854, 5830225, 528, 126753002
1441442410, 4503, 98, 132, 11806680489, 341455313, 181752, 137, 60128530
1441442470, 6849, 99, 131, 11863044486, 345215005, 67921, 135, 61766573
1441442530, 32758, 147, 457, 9085795159, 965936625, 7521026, 1368, 209941440
1441442590, 32767, 244, 867, 6385289498, 1776124067, 35084732, 2015, 360066172
1441442650, 32767, 201, 748, 7052681950, 1706523133, 25858420, 1661, 379156312
1441442710, 32763, 234, 793, 6474843721, 1654756804, 41422959, 1921, 556286282
1441442771, 26805, 224, 751, 6648447661, 1566924208, 3217280, 1569, 332077861
1441442831, 32019, 226, 687, 6776867909, 1633731073, 205882, 1344, 281102285
1441442891, 32644, 205, 781, 7208794134, 1651310830, 4063013, 1779, 234530873
1441442951, 20070, 147, 329, 9115827776, 736630749, 3033186, 793, 120672368
1441443011, 11307, 156, 270, 8717964059, 680771485, 236788, 393, 120830597
1441443071, 10626, 167, 249, 8389187265, 650839652, 219348, 288, 132465001
1441443131, 32737, 236, 804, 6451278655, 1696658815, 6081053, 1793, 300114428
1441443191, 26224, 461, 1249, 4171385497, 2499713578, 7009861, 2003, 508190938
1441443251, 32523, 226, 584, 6713991817, 1419346571, 2690985, 1183, 256583441
1441443311, 27125, 178, 600, 7845453727, 1334815047, 2553139, 1329, 254138956
1441443371, 32631, 144, 498, 9082557714, 1153040489, 560004, 1265, 185785220
1441443432, 25576, 146, 386, 9063433214, 868050762, 3064455, 990, 192150694
1441443492, 7450, 97, 134, 11639851574, 348776557, 129729, 158, 82883684
1441443552, 23403, 121, 170, 10584999465, 449566025, 31230, 209, 100868083
1441443612, 5929, 126, 161, 10382723911, 425448035, 816530, 149, 71229816
1441443672, 16282, 127, 179, 10285089223, 468538330, 339475, 239, 94684037
1441443732, 16847, 133, 193, 9892991177, 508339077, 40247, 250, 93601733
1441443792, 27104, 172, 245, 8212065996, 647797021, 152478, 310, 128165572
1441443852, 10350, 177, 266, 7970762614, 664324982, 586839, 353, 126460307
1441443912, 15628, 147, 213, 9237353784, 554369199, 81503, 284, 108934870
1441443972, 18681, 176, 304, 8031921316, 771815088, 360228, 503, 135867594
1441444032, 6460, 166, 234, 8439341543, 588295220, 622344, 264, 107389134
1441444093, 31624, 164, 231, 8541192708, 610851539, 52661, 273, 126158522
1441444153, 32764, 204, 560, 7161853574, 1238792803, 17767525, 1442, 385567042
1441444213, 32729, 142, 363, 9183371208, 868635219, 7738215, 980, 228021417
1441445135, 32751, 130, 205, 9370574410, 485547883, 4235681, 489, 86030369
1441445191, 29912, 137, 195, 9105237290, 476312351, 72499, 310, 81871328
1441445247, 5515, 128, 168, 9549125009, 409387548, 102833, 165, 71290398
1441445303, 20270, 160, 261, 8087239215, 634177108, 981719, 391, 108578704
1441445359, 12985, 138, 311, 8911335435, 635819613, 4176726, 644, 106532156
1441445415, 11267, 150, 288, 8294763505, 642915171, 423424, 473, 108787271
1441445471, 10211, 112, 169, 9986653765, 405490786, 1345613, 245, 65268533
1441445527, 12661, 152, 265, 8156570611, 622410986, 414885, 401, 100190363
1441445583, 32596, 153, 328, 8168054833, 770432459, 532400, 697, 132442723
1441445639, 21523, 134, 226, 8901435551, 556461959, 31081, 317, 92899427
1441445695, 7354, 150, 276, 8136261842, 598661446, 2248675, 394, 97089019
1441445751, 14166, 169, 294, 7615064631, 705792429, 4324, 411, 128002773
1441445807, 32764, 159, 331, 7805143512, 755387088, 10420451, 825, 190974786
1441445863, 5431, 99, 174, 10024774284, 384995837, 1157478, 256, 59252861
1441445918, 7918, 113, 248, 9149009901, 516288421, 4851667, 430, 70433564
1441445974, 8576, 156, 344, 7714661339, 711119566, 1865720, 529, 121201919
1441446030, 32747, 204, 555, 6699992598, 1307266580, 3728218, 1062, 240221640
1441446086, 32767, 209, 740, 6613963611, 1567843325, 22224837, 1632, 451700358
1441446142, 17353, 140, 298, 8435537663, 713977814, 2057427, 511, 89613619
1441446198, 32766, 215, 635, 6480776095, 1398251201, 12074730, 1371, 373386470
1441446254, 28599, 336, 933, 4909561703, 2084092429, 1034518, 1479, 337304248
1441446310, 29710, 231, 579, 6161500775, 1383493429, 85598, 957, 272171495
1441446366, 26275, 101, 201, 10286417651, 467299713, 605212, 507, 88369617
1441446422, 31924, 102, 159, 10494229772, 390966913, 71272, 238, 102689104
1441446478, 32761, 113, 279, 9870237681, 534095007, 9806217, 1102, 84116132
1441446534, 25585, 123, 230, 9163122292, 514431338, 1003621, 591, 93259563
1441446590, 32764, 178, 814, 7261485047, 1198018132, 117020929, 2578, 386576576
1441446646, 31479, 237, 690, 6100409791, 1550338849, 195809, 1288, 224131600
1441446702, 23209, 134, 284, 8524945174, 665061477, 1901874, 585, 104044899
1441446758, 21393, 117, 198, 9411240746, 478423424, 1416515, 339, 72900132
1441446814, 32706, 125, 269, 9182583902, 625573845, 5009846, 699, 182381294
1441446870, 24098, 85, 183, 9864086671, 435001242, 71064, 425, 70001010
1441446926, 7841, 90, 188, 9414162107, 417269276, 1592788, 330, 70241384
1441446982, 32573, 196, 622, 6676722669, 1252813984, 4091320, 1483, 180929194
1441447038, 32334, 108, 215, 9190220403, 528906764, 120965, 371, 82533499
1441447094, 8795, 100, 193, 9830173495, 442974153, 134433, 325, 76857262
1441447150, 8854, 120, 219, 9677868564, 475006012, 1621796, 384, 85337844
1441447206, 21483, 112, 178, 10030038780, 435331901, 686911, 273, 73452112
1441447262, 32762, 256, 1122, 5729770072, 1883687749, 69132210, 2600, 337978910
1441447318, 25147, 135, 490, 7984990904, 1025880287, 580779, 1110, 128944257
1441447374, 11744, 95, 159, 10144735179, 388866036, 122154, 223, 71688568
1441447430, 29265, 74, 112, 10855635118, 276711085, 126813, 172, 60292799
1441447486, 32760, 296, 1164, 5525889767, 2107071747, 28617620, 2374, 383455059
1441447542, 25003, 165, 485, 7215639925, 1119286960, 1360290, 916, 161964090
1441447598, 32759, 170, 414, 7545074073, 938887875, 8199202, 974, 183121780
1441447654, 32669, 192, 384, 6911411971, 928581874, 1618124, 649, 161872854
1441447710, 32736, 173, 359, 7538640125, 850111642, 3614822, 756, 169917086
1441447766, 32585, 169, 542, 7245353689, 1282376903, 1517669, 1044, 297506744
1441447822, 15213, 165, 524, 7299752084, 984180302, 16177786, 1030, 175888710
1441447878, 32767, 151, 574, 7679070013, 1247487283, 8237033, 1365, 342035171
1441447934, 10614, 114, 187, 9505172734, 448833829, 70668, 260, 88247633
1441447990, 23559, 111, 408, 8672692405, 740879632, 1277465, 1224, 156899596
1441448046, 32095, 157, 507, 7367724318, 1123160125, 3519160, 1181, 185279679
1441448102, 22670, 223, 725, 6209464082, 1462275024, 1548909, 1345, 260248101
1441448158, 30580, 196, 918, 6765968182, 1689544424, 2548261, 1946, 260896403
1441448214, 32741, 187, 666, 7074272088, 1445461410, 1243936, 1431, 211063491
1441448270, 6491, 94, 140, 10602138292, 339631939, 133393, 168, 66097041
1441448326, 3351, 108, 156, 10246494226, 352155257, 2229765, 174, 81084642
1441448382, 5422, 109, 159, 9997975301, 377916624, 461280, 188, 89148641
1441448438, 10367, 117, 173, 9796943428, 422967040, 4351, 212, 115742887
1441448494, 9556, 99, 147, 10483284427, 353775149, 1001013, 206, 70361500
1441448550, 7570, 128, 190, 9312514690, 452070557, 145863, 237, 127735837
1441448606, 5752, 99, 142, 10546193590, 343486975, 272244, 165, 58212305
1441448662, 24018, 117, 191, 9736120057, 464361822, 374223, 332, 74647266
1441448718, 3358, 128, 173, 9457470446, 401038815, 2830132, 173, 83814565
1441448774, 9091, 112, 162, 10128219932, 390614758, 395984, 203, 77150735
1441448830, 11170, 94, 149, 10175120929, 363335423, 82040, 199, 113809401
1441448886, 8694, 115, 168, 9814176619, 405687349, 682204, 212, 93954190
1441448942, 11017, 142, 220, 8768850475, 518695891, 410720, 312, 123530828
1441448998, 4083, 136, 179, 9135736746, 425793524, 1545323, 174, 68483973
1441449054, 6945, 128, 192, 9191109984, 456185818, 1470333, 237, 87441248
1441449110, 4514, 139, 192, 8916095350, 451286647, 200585, 199, 93680808
1441449166, 5334, 108, 158, 10264411021, 372845770, 520639, 191, 81633235
1441449222, 4933, 109, 158, 9987098999, 376847460, 719498, 179, 61392432
1441449278, 5272, 130, 192, 9160043080, 448541481, 1335041, 225, 116539583
1441449334, 11386, 134, 184, 9265242426, 444825090, 290876, 227, 85867663
1441449390, 5719, 156, 220, 8203751446, 515546865, 968491, 240, 96030595
1441449446, 10510, 151, 221, 8340563656, 533173240, 261219, 271, 123156818
1441449502, 8286, 167, 230, 7816190343, 555945433, 402348, 244, 148945991
1441449558, 13051, 150, 224, 8381766923, 537591877, 742147, 298, 120386355
1441449614, 7328, 140, 207, 8760746853, 489171267, 245931, 253, 115709060
1441449670, 9574, 168, 254, 7789119007, 594465614, 3122058, 339, 145360931
1441449726, 6710, 152, 228, 8326217499, 519463670, 2272198, 292, 101411319
1441449782, 7872, 168, 235, 7741718568, 563883093, 1458463, 260, 105943147
1441449838, 9987, 174, 258, 7534848158, 615279861, 390919, 315, 105387990
1441449894, 19899, 190, 303, 7035960529, 727262923, 100338, 442, 190440959
1441449950, 4932, 181, 263, 7289565035, 584630123, 1861486, 285, 153813566
1441450006, 7725, 177, 279, 7452087133, 647321369, 1096318, 339, 145020204
1441450062, 19576, 200, 302, 6742468079, 726601777, 966196, 424, 153949366
1441450118, 32236, 195, 369, 6901676174, 898700775, 315902, 608, 162670439
1441450174, 16803, 191, 290, 7012420365, 699329135, 73866, 383, 145128943
1441450230, 32694, 206, 625, 6679107519, 1412016377, 725406, 1275, 251548210
1441450286, 32752, 331, 948, 4964202450, 2075557671, 2116459, 1624, 452767335
1441450342, 32702, 223, 570, 6276418735, 1336467121, 3176798, 1083, 237725535
1441450398, 32748, 329, 877, 4573868896, 1807614147, 14078171, 1749, 387519534
1441450454, 32542, 168, 319, 7715455888, 772344254, 1605718, 610, 179705267
1441450510, 31934, 153, 257, 8298349267, 627975875, 731676, 459, 147215561
1441450566, 32738, 147, 433, 8190367299, 915904452, 7736879, 1184, 214152546
1441450622, 32759, 175, 641, 7448372665, 1308802209, 10490651, 1572, 255822069
1441450678, 6729, 167, 324, 7654470504, 640450743, 10531387, 470, 110687425
1441450734, 27307, 269, 747, 5581025046, 1607576626, 2824346, 1365, 229517225
1441450790, 32684, 258, 687, 5730521811, 1576712612, 3326151, 1252, 262873877
1441450846, 24037, 274, 780, 5463373856, 1545473875, 4168071, 1448, 276729819
1441450902, 22838, 241, 678, 6015034064, 1410512486, 2772901, 1248, 207420484
1441450958, 24286, 303, 875, 5145119421, 1810603529, 1311426, 1460, 251452830
1441451014, 28734, 294, 821, 5176682789, 1732102995, 1188178, 1500, 261117971
1441451070, 23653, 301, 836, 5133047336, 1691046095, 2600837, 1446, 256038097
1441451126, 31146, 493, 1341, 3765658831, 2672153537, 3499565, 2127, 359510932
1441451182, 20381, 263, 715, 5652412154, 1434528708, 7116503, 1268, 191913827
1441451238, 20212, 268, 667, 5581082538, 1436331148, 7453559, 1108, 199421234
1441451294, 24730, 268, 677, 5544521362, 1484660138, 732650, 1176, 215764379
1441451350, 13861, 164, 332, 7769734037, 721050710, 3890442, 609, 119332100
1441451406, 13281, 118, 192, 9406159142, 466208997, 241850, 274, 82676728
1441451462, 13844, 115, 188, 9506812645, 454763882, 56407, 279, 83897330
1441451518, 32680, 144, 268, 8530729355, 636840010, 3298172, 576, 149891198
1441451574, 17797, 108, 208, 9293726861, 504539542, 38838, 347, 75120041
1441451630, 19999, 116, 281, 9148168463, 666378780, 43191, 554, 98048465
1441451686, 32266, 139, 444, 7616580142, 1033477047, 820464, 957, 143932747
1441451742, 18704, 124, 385, 7885095203, 850188152, 1021846, 779, 128121038
1441451798, 21737, 56, 109, 9148577792, 266398332, 149374, 225, 58095370
1441451854, 18206, 63, 101, 10069167900, 249120568, 152996, 140, 51323110
1441451910, 30709, 112, 391, 7943027218, 874776127, 1793671, 959, 115161393
1441451966, 32282, 99, 282, 9008358795, 679561160, 275684, 641, 111985416
1441452022, 15035, 119, 254, 9203774960, 606595638, 116239, 441, 97655757
1441452078, 11442, 118, 261, 9256883431, 554235219, 3365855, 515, 82446006
1441452134, 32433, 164, 350, 7746782204, 851585799, 322329, 609, 133054921
1441452190, 23930, 160, 402, 7860671300, 897612243, 580023, 851, 156902829
1441452246, 30747, 176, 548, 7368340496, 1184167499, 3151704, 1265, 211513600
1441452302, 13036, 139, 246, 8826828772, 552145921, 2648296, 451, 103375451
1441452358, 12668, 114, 162, 10022678207, 397389390, 189169, 190, 63344192
1441452414, 32766, 226, 860, 6227064486, 1745158031, 10346753, 1823, 306485441
1441452470, 32735, 192, 641, 6918895710, 1374461784, 2616618, 1403, 230723829
1441452526, 21758, 127, 337, 8937456174, 765625120, 124376, 727, 130948213
1441452582, 30537, 160, 492, 7538912582, 1092484212, 656892, 1102, 183711752
1441452638, 24689, 102, 334, 9015116047, 777287506, 782354, 753, 129465886
1441452694, 31530, 159, 351, 7943733921, 819749905, 718203, 763, 196885633
1441452750, 17044, 146, 290, 8571128754, 629877375, 1643139, 621, 125599356
1441452806, 11543, 124, 238, 9380032105, 539149821, 1040014, 426, 106837041
1441452862, 8639, 117, 190, 9530698618, 456678245, 519707, 250, 79819327
1441452918, 22127, 165, 457, 7471731646, 1067697091, 658619, 810, 153207085
1441452974, 32740, 189, 507, 7027799137, 1204163455, 1660559, 953, 197450700
1441453030, 17507, 167, 503, 7302906807, 1092492248, 1264442, 892, 202616018
1441453086, 23008, 127, 554, 8120052522, 1104468899, 3444540, 1250, 153172465
1441453142, 32694, 151, 641, 7670960255, 1373641531, 3783001, 1446, 241781254
1441453198, 31603, 237, 670, 6105229950, 1529331734, 720993, 1241, 290392438
1441453254, 31917, 164, 411, 7719342337, 990819325, 292399, 777, 160270684
1441453310, 32021, 139, 264, 8531731913, 648966045, 348564, 415, 97235014
1441453366, 32120, 171, 370, 7562005187, 895447443, 679830, 670, 127177206
1441453422, 13008, 211, 502, 6528333589, 1067862277, 1329239, 766, 155115153
1441453478, 15942, 171, 394, 7443252188, 887082353, 809020, 675, 142177881
1441453534, 19524, 155, 405, 7810342008, 935121095, 1406324, 732, 119469247
1441453590, 10145, 120, 256, 8635297339, 588391441, 805635, 405, 85318928
1441453646, 31046, 217, 540, 6454846777, 1299648535, 233971, 884, 190265468
1441453702, 30959, 256, 634, 5794638923, 1478356588, 486524, 1074, 234961000
1441453758, 11993, 144, 272, 8278504496, 646327496, 1466009, 401, 96179162
1441453814, 32155, 189, 341, 7009964809, 820167737, 121580, 595, 137261035
1441453870, 31920, 192, 331, 6969390732, 806848774, 260102, 499, 123505868
1441453926, 11922, 159, 303, 7909803336, 698606289, 414091, 460, 107756677
1441453982, 15073, 125, 208, 9354460327, 485015182, 1285740, 366, 84877406
1441454038, 32535, 168, 390, 7650498769, 943836918, 536948, 720, 134491219
1441454094, 22844, 177, 294, 7398326131, 714005390, 285162, 426, 128205894
1441454150, 23192, 194, 490, 6890774075, 1087730038, 2754016, 943, 183883026
1441454206, 32732, 484, 1148, 3564293963, 2404185987, 12408193, 1919, 419154827
1441454262, 32314, 291, 614, 5195736968, 1477119309, 477242, 944, 220543372
1441454318, 31935, 241, 435, 5892874724, 1059271591, 180627, 628, 159983208
1441454374, 32703, 170, 485, 7513859846, 1106522417, 2231891, 1083, 213729772
1441454430, 32360, 140, 500, 8289759196, 1101138560, 800544, 1225, 166832775
1441454486, 32759, 154, 365, 8000116955, 827699365, 4544647, 902, 177859817
1441454542, 32766, 289, 1331, 5377938131, 1949842238, 115500642, 3100, 386511754
1441454598, 32764, 160, 478, 7884393490, 986830355, 3560686, 1296, 162922979
1441454654, 32756, 115, 343, 9659720105, 702638970, 7878687, 1134, 143110444
1441454710, 32763, 245, 1112, 6008046516, 1922917177, 31152569, 2449, 336316317
1441454766, 32767, 201, 1073, 6802593844, 1703160671, 59650550, 2625, 306351123
1441454822, 32727, 123, 305, 9486284712, 623884681, 8537044, 1047, 119620217
1441454878, 11305, 104, 175, 10276312986, 412148792, 169298, 296, 75368492
1441454934, 8060, 80, 114, 11260287509, 277481792, 332033, 140, 45742710
1441454990, 9397, 108, 188, 9902508176, 441295877, 667008, 296, 89031932
1441455046, 32760, 129, 470, 8784412701, 788640150, 24585327, 1674, 153154138
1441455103, 32764, 293, 1113, 5392013195, 1952560678, 62498263, 2495, 482588827
1441455159, 32719, 195, 499, 6873548035, 1195802628, 380950, 908, 191620921
1441455215, 26886, 258, 731, 5638493127, 1508490682, 2770705, 1412, 249303830
1441455271, 32511, 308, 896, 5049803081, 1932177782, 4211492, 1637, 317096192
1441455327, 29370, 243, 681, 5908665584, 1425132116, 4138383, 1416, 222763341
1441455383, 32764, 278, 1029, 5450773369, 1815104219, 31562314, 2313, 355199030
1441455439, 32766, 193, 545, 6946727752, 1159998750, 19375808, 1366, 228525402
1441455495, 32757, 334, 918, 4794211248, 1988982215, 5565135, 1634, 356416339
1441455551, 32759, 179, 423, 7321266389, 964751473, 11685909, 997, 287812117
1441455607, 29246, 196, 476, 6906095326, 1070387007, 3498054, 1009, 189946125
1441455663, 16251, 233, 515, 6068103683, 1080103150, 7307842, 893, 177608309
1441455719, 32760, 328, 884, 4795868655, 1951213055, 1203161, 1539, 309651809
1441455775, 24427, 276, 688, 5358293611, 1522534465, 1668582, 1177, 249404575
1441455831, 19448, 222, 506, 6345791271, 1148648807, 1327716, 835, 177548068
1441455887, 29391, 312, 706, 4862341631, 1638971501, 2078588, 1142, 218427111
1441455943, 16670, 273, 675, 5503062337, 1341870851, 6885940, 1102, 229089011
1441455999, 24528, 359, 854, 4450452731, 1867755410, 2299470, 1314, 310863748
1441456056, 30885, 307, 690, 4895241880, 1604045536, 615463, 1128, 237684798
1441456112, 32765, 260, 660, 5577139808, 1425720052, 24608942, 1464, 393716304
1441456168, 32599, 257, 532, 5576957422, 1283131637, 1163342, 857, 197986831
1441456224, 32311, 179, 356, 7440765850, 841919801, 1151655, 710, 170991233
1441456280, 22121, 207, 445, 6590535968, 992036763, 2178477, 849, 187439781
1441456336, 32759, 206, 566, 6588859448, 1242937813, 7762269, 1266, 297869817
1441456392, 27104, 208, 577, 6575251687, 1270372968, 1406657, 1145, 231146015
1441456448, 16232, 183, 317, 7253743993, 761869447, 23104, 450, 128486594
1441456504, 32667, 236, 471, 5950963539, 1110912699, 1561899, 870, 225402832
1441456560, 12071, 174, 236, 7580518952, 577561402, 512329, 247, 125370173
1441456616, 12624, 182, 244, 7253344140, 596067093, 28351, 249, 139646244
1441456672, 5110, 182, 257, 7247221563, 577355704, 694453, 276, 117072643
1441456728, 14865, 149, 221, 8494047013, 522822192, 530300, 331, 109697013
1441456784, 32767, 190, 394, 6992202374, 903259789, 2213110, 887, 207395213
1441456840, 32594, 183, 477, 7269644797, 1101513237, 668919, 1006, 336408217
1441456896, 32660, 142, 214, 8865004207, 507974729, 2908252, 470, 92897375
1441456952, 7790, 145, 193, 8737811939, 465613742, 155725, 207, 89375769
1441457008, 13655, 151, 227, 8436294192, 550172198, 172590, 301, 97669702
1441457064, 12260, 181, 276, 7280096855, 643288234, 1392033, 393, 133383311
1441457120, 8717, 222, 319, 6202480381, 759693911, 132470, 342, 139733357
1441457176, 30261, 235, 337, 5816740253, 827158511, 71913, 382, 138692506
1441457232, 32721, 207, 322, 6537417760, 736717013, 4133893, 702, 148668142
1441457288, 4808, 228, 310, 6024022309, 695316703, 957123, 293, 135258090
1441457344, 32767, 160, 309, 8003472668, 632442997, 15986764, 1053, 259045612
1441457400, 8421, 208, 283, 6482236450, 686200015, 724547, 283, 147839764
1441457456, 6918, 217, 299, 6232591565, 703413059, 1001273, 305, 159572223
1441457512, 4429, 244, 331, 5632517601, 713344932, 239226, 307, 180159519
1441457568, 7886, 240, 333, 5746547723, 786803887, 822275, 343, 163952590
1441457624, 16474, 171, 239, 7648613563, 586339618, 514027, 258, 115195380
1441457680, 32755, 259, 493, 5407000186, 1048118618, 17885262, 1231, 258683758
1441457736, 30886, 161, 500, 7738918459, 1056313794, 1232222, 1227, 199885998
1441457792, 32764, 142, 460, 8472468798, 921689523, 15958485, 1397, 133774223
1441457848, 20764, 182, 294, 7259272765, 709256643, 223194, 438, 108195480
1441457904, 14704, 242, 394, 5752446390, 932957420, 617788, 516, 149540421
1441457960, 7651, 209, 339, 6507459715, 729359925, 1497418, 439, 124547714
1441458016, 32763, 227, 428, 6053466935, 930901866, 17810603, 1094, 176351409
1441458072, 21626, 222, 358, 6240660576, 873751754, 204321, 460, 161447060
1441458128, 19806, 227, 361, 6095111629, 873285194, 766519, 488, 134336814
1441458184, 14679, 166, 254, 7844977501, 615737689, 600620, 338, 85809567
1441458240, 32757, 346, 926, 4346454308, 1836226378, 19504645, 1903, 415650316
1441458296, 32754, 585, 1707, 3211523911, 2998629768, 22426994, 2789, 572456912
